Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2025-02-13 00:00:00-05:00,30.0,30.989999771118164,28.020000457763672,30.049999237060547,30.049999237060547,12999100,0.0,0.0
2025-02-14 00:00:00-05:00,30.049999237060547,32.06999969482422,29.290000915527344,32.0,32.0,2269600,0.0,0.0
2025-02-18 00:00:00-05:00,31.950000762939453,32.38999938964844,30.549999237060547,31.530000686645508,31.530000686645508,1020700,0.0,0.0
2025-02-19 00:00:00-05:00,31.25,32.099998474121094,30.510000228881836,31.0,31.0,1079600,0.0,0.0
2025-02-20 00:00:00-05:00,31.0,31.65999984741211,28.450000762939453,29.139999389648438,29.139999389648438,2555100,0.0,0.0
2025-02-21 00:00:00-05:00,29.350000381469727,29.90999984741211,29.0,29.329999923706055,29.329999923706055,455000,0.0,0.0
2025-02-24 00:00:00-05:00,29.239999771118164,30.489999771118164,29.018999099731445,29.3799991607666,29.3799991607666,703200,0.0,0.0
2025-02-25 00:00:00-05:00,29.329999923706055,30.170000076293945,29.020000457763672,30.0,30.0,473500,0.0,0.0
2025-02-26 00:00:00-05:00,30.459999084472656,30.559999465942383,29.864999771118164,30.139999389648438,30.139999389648438,415300,0.0,0.0
2025-02-27 00:00:00-05:00,30.239999771118164,30.860000610351562,29.75,30.229999542236328,30.229999542236328,487500,0.0,0.0
2025-02-28 00:00:00-05:00,30.25,31.739999771118164,29.649999618530273,31.540000915527344,31.540000915527344,689600,0.0,0.0
2025-03-03 00:00:00-05:00,31.5,34.20000076293945,31.290000915527344,33.43000030517578,33.43000030517578,1093400,0.0,0.0
2025-03-04 00:00:00-05:00,33.150001525878906,33.36000061035156,31.06999969482422,32.0,32.0,1096700,0.0,0.0
2025-03-05 00:00:00-05:00,32.099998474121094,32.810001373291016,30.68000030517578,31.190000534057617,31.190000534057617,494100,0.0,0.0
2025-03-06 00:00:00-05:00,30.5,30.729999542236328,27.899999618530273,28.15999984741211,28.15999984741211,1217300,0.0,0.0
2025-03-07 00:00:00-05:00,28.610000610351562,29.139999389648438,27.760000228881836,28.780000686645508,28.780000686645508,533500,0.0,0.0
2025-03-10 00:00:00-04:00,28.780000686645508,29.149999618530273,27.12700080871582,28.420000076293945,28.420000076293945,486500,0.0,0.0
2025-03-11 00:00:00-04:00,27.729999542236328,30.1200008392334,27.729999542236328,29.670000076293945,29.670000076293945,515800,0.0,0.0
2025-03-12 00:00:00-04:00,29.209999084472656,31.469999313354492,29.209999084472656,30.100000381469727,30.100000381469727,304600,0.0,0.0
2025-03-13 00:00:00-04:00,30.100000381469727,30.770000457763672,29.489999771118164,30.739999771118164,30.739999771118164,373400,0.0,0.0
2025-03-14 00:00:00-04:00,30.860000610351562,33.17499923706055,30.475000381469727,33.15999984741211,33.15999984741211,527100,0.0,0.0
2025-03-17 00:00:00-04:00,33.619998931884766,34.81999969482422,33.0099983215332,34.02000045776367,34.02000045776367,828000,0.0,0.0
2025-03-18 00:00:00-04:00,34.279998779296875,35.83000183105469,33.689998626708984,34.5,34.5,459400,0.0,0.0
2025-03-19 00:00:00-04:00,34.619998931884766,37.41999816894531,34.45000076293945,37.08000183105469,37.08000183105469,661400,0.0,0.0
2025-03-20 00:00:00-04:00,37.380001068115234,37.63999938964844,35.69900131225586,35.9900016784668,35.9900016784668,572400,0.0,0.0
2025-03-21 00:00:00-04:00,35.18000030517578,36.0,33.029998779296875,34.939998626708984,34.939998626708984,2190400,0.0,0.0
2025-03-24 00:00:00-04:00,36.470001220703125,37.970001220703125,35.459999084472656,37.5099983215332,37.5099983215332,899200,0.0,0.0
2025-03-25 00:00:00-04:00,37.369998931884766,38.09000015258789,36.31100082397461,37.38999938964844,37.38999938964844,523300,0.0,0.0
2025-03-26 00:00:00-04:00,37.619998931884766,38.58000183105469,35.525001525878906,36.290000915527344,36.290000915527344,916000,0.0,0.0
2025-03-27 00:00:00-04:00,36.2400016784668,38.4900016784668,35.935001373291016,36.540000915527344,36.540000915527344,930300,0.0,0.0
2025-03-28 00:00:00-04:00,37.0099983215332,37.29999923706055,34.29999923706055,35.08000183105469,35.08000183105469,2349600,0.0,0.0
2025-03-31 00:00:00-04:00,34.4900016784668,34.68199920654297,33.051998138427734,33.41999816894531,33.41999816894531,1237200,0.0,0.0
2025-04-01 00:00:00-04:00,32.349998474121094,34.119998931884766,32.349998474121094,33.63999938964844,33.63999938964844,2050800,0.0,0.0
2025-04-02 00:00:00-04:00,33.06999969482422,34.9900016784668,32.790000915527344,34.599998474121094,34.599998474121094,1417300,0.0,0.0
2025-04-03 00:00:00-04:00,32.369998931884766,34.18000030517578,31.25,32.849998474121094,32.849998474121094,920900,0.0,0.0
2025-04-04 00:00:00-04:00,31.469999313354492,32.20000076293945,27.299999237060547,27.979999542236328,27.979999542236328,1840400,0.0,0.0
2025-04-07 00:00:00-04:00,26.889999389648438,28.03499984741211,25.024999618530273,26.770000457763672,26.770000457763672,1440300,0.0,0.0
2025-04-08 00:00:00-04:00,28.0,28.809999465942383,25.614999771118164,27.799999237060547,27.799999237060547,2311400,0.0,0.0
2025-04-09 00:00:00-04:00,28.0,30.770000457763672,26.600000381469727,30.459999084472656,30.459999084472656,1738700,0.0,0.0
